model,path,offload_gb,concurrency,output_len,repeat,json_valid,completed,failed,status,error
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out32_run5.json,12,8,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out64_run1.json,12,8,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out64_run2.json,12,8,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out64_run3.json,12,8,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out64_run4.json,12,8,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload12/qwen_offload12_conc8_in256_out64_run5.json,12,8,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out128_run1.json,16,12,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out128_run2.json,16,12,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out128_run3.json,16,12,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out128_run4.json,16,12,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out128_run5.json,16,12,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out32_run1.json,16,12,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out32_run2.json,16,12,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out32_run3.json,16,12,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out32_run4.json,16,12,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out32_run5.json,16,12,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out64_run1.json,16,12,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out64_run2.json,16,12,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out64_run3.json,16,12,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out64_run4.json,16,12,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc12_in256_out64_run5.json,16,12,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out128_run1.json,16,16,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out128_run2.json,16,16,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out128_run3.json,16,16,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out128_run4.json,16,16,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out128_run5.json,16,16,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out32_run1.json,16,16,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out32_run2.json,16,16,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out32_run3.json,16,16,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out32_run4.json,16,16,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out32_run5.json,16,16,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out64_run1.json,16,16,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out64_run2.json,16,16,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out64_run3.json,16,16,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out64_run4.json,16,16,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc16_in256_out64_run5.json,16,16,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out128_run1.json,16,1,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out128_run2.json,16,1,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out128_run3.json,16,1,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out128_run4.json,16,1,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out128_run5.json,16,1,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out32_run1.json,16,1,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out32_run2.json,16,1,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out32_run3.json,16,1,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out32_run4.json,16,1,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out32_run5.json,16,1,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out64_run1.json,16,1,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out64_run2.json,16,1,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out64_run3.json,16,1,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out64_run4.json,16,1,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc1_in256_out64_run5.json,16,1,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out128_run1.json,16,2,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out128_run2.json,16,2,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out128_run3.json,16,2,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out128_run4.json,16,2,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out128_run5.json,16,2,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out32_run1.json,16,2,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out32_run2.json,16,2,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out32_run3.json,16,2,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out32_run4.json,16,2,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out32_run5.json,16,2,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out64_run1.json,16,2,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out64_run2.json,16,2,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out64_run3.json,16,2,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out64_run4.json,16,2,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc2_in256_out64_run5.json,16,2,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out128_run1.json,16,4,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out128_run2.json,16,4,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out128_run3.json,16,4,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out128_run4.json,16,4,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out128_run5.json,16,4,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out32_run1.json,16,4,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out32_run2.json,16,4,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out32_run3.json,16,4,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out32_run4.json,16,4,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out32_run5.json,16,4,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out64_run1.json,16,4,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out64_run2.json,16,4,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out64_run3.json,16,4,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out64_run4.json,16,4,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc4_in256_out64_run5.json,16,4,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out128_run1.json,16,8,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out128_run2.json,16,8,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out128_run3.json,16,8,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out128_run4.json,16,8,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out128_run5.json,16,8,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out32_run1.json,16,8,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out32_run2.json,16,8,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out32_run3.json,16,8,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out32_run4.json,16,8,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out32_run5.json,16,8,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out64_run1.json,16,8,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out64_run2.json,16,8,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out64_run3.json,16,8,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out64_run4.json,16,8,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload16/qwen_offload16_conc8_in256_out64_run5.json,16,8,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out128_run1.json,2,12,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out128_run2.json,2,12,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out128_run3.json,2,12,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out128_run4.json,2,12,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out128_run5.json,2,12,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out32_run1.json,2,12,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out32_run2.json,2,12,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out32_run3.json,2,12,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out32_run4.json,2,12,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out32_run5.json,2,12,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out64_run1.json,2,12,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out64_run2.json,2,12,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out64_run3.json,2,12,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out64_run4.json,2,12,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc12_in256_out64_run5.json,2,12,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out128_run1.json,2,16,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out128_run2.json,2,16,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out128_run3.json,2,16,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out128_run4.json,2,16,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out128_run5.json,2,16,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out32_run1.json,2,16,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out32_run2.json,2,16,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out32_run3.json,2,16,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out32_run4.json,2,16,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out32_run5.json,2,16,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out64_run1.json,2,16,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out64_run2.json,2,16,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out64_run3.json,2,16,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out64_run4.json,2,16,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc16_in256_out64_run5.json,2,16,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out128_run1.json,2,1,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out128_run2.json,2,1,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out128_run3.json,2,1,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out128_run4.json,2,1,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out128_run5.json,2,1,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out32_run1.json,2,1,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out32_run2.json,2,1,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out32_run3.json,2,1,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out32_run4.json,2,1,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out32_run5.json,2,1,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out64_run1.json,2,1,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out64_run2.json,2,1,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out64_run3.json,2,1,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out64_run4.json,2,1,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc1_in256_out64_run5.json,2,1,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out128_run1.json,2,2,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out128_run2.json,2,2,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out128_run3.json,2,2,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out128_run4.json,2,2,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out128_run5.json,2,2,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out32_run1.json,2,2,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out32_run2.json,2,2,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out32_run3.json,2,2,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out32_run4.json,2,2,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out32_run5.json,2,2,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out64_run1.json,2,2,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out64_run2.json,2,2,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out64_run3.json,2,2,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out64_run4.json,2,2,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc2_in256_out64_run5.json,2,2,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out128_run1.json,2,4,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out128_run2.json,2,4,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out128_run3.json,2,4,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out128_run4.json,2,4,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out128_run5.json,2,4,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out32_run1.json,2,4,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out32_run2.json,2,4,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out32_run3.json,2,4,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out32_run4.json,2,4,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out32_run5.json,2,4,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out64_run1.json,2,4,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out64_run2.json,2,4,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out64_run3.json,2,4,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out64_run4.json,2,4,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc4_in256_out64_run5.json,2,4,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out128_run1.json,2,8,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out128_run2.json,2,8,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out128_run3.json,2,8,128,3,True,20,0,OK,
